,instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
2011-05-15 21:00:00,3144,2,0,5,21,0,0,0,1,0.54,0.5152,0.88,0.0,44,107,151
2011-05-15 22:00:00,3145,2,0,5,22,0,0,0,1,0.56,0.5303,0.83,0.0,29,88,117
2011-05-15 23:00:00,3146,2,0,5,23,0,0,0,1,0.54,0.5152,0.88,0.2239,18,51,69
2011-05-16 00:00:00,3147,2,0,5,0,0,1,1,1,0.52,0.5,0.94,0.1045,17,21,38
2011-05-16 01:00:00,3148,2,0,5,1,0,1,1,1,0.52,0.5,0.94,0.1343,6,8,14
2011-05-16 02:00:00,3149,2,0,5,2,0,1,1,1,0.5,0.4848,1.0,0.0896,4,9,13
2011-05-16 03:00:00,3150,2,0,5,3,0,1,1,1,0.5,0.4848,0.94,0.1642,1,3,4
2011-05-16 04:00:00,3151,2,0,5,4,0,1,1,1,0.5,0.4848,1.0,0.1343,1,5,6
2011-05-16 05:00:00,3152,2,0,5,5,0,1,1,1,0.5,0.4848,0.93,0.194,1,20,21
2011-05-16 06:00:00,3153,2,0,5,6,0,1,1,1,0.52,0.5,0.88,0.1642,11,93,104
2011-05-16 07:00:00,3154,2,0,5,7,0,1,1,1,0.52,0.5,0.83,0.2836,27,245,272
2011-05-16 08:00:00,3155,2,0,5,8,0,1,1,1,0.56,0.5303,0.73,0.2985,28,366,394
2011-05-16 09:00:00,3156,2,0,5,9,0,1,1,1,0.6,0.5909,0.69,0.194,38,156,194
2011-05-16 10:00:00,3157,2,0,5,10,0,1,1,1,0.62,0.6061,0.65,0.0896,37,75,112
2011-05-16 11:00:00,3158,2,0,5,11,0,1,1,1,0.64,0.6212,0.57,0.0,56,129,185
2011-05-16 12:00:00,3159,2,0,5,12,0,1,1,1,0.66,0.6212,0.54,0.0896,72,137,209
2011-05-16 13:00:00,3160,2,0,5,13,0,1,1,1,0.68,0.6364,0.51,0.0,61,153,214
2011-05-16 14:00:00,3161,2,0,5,14,0,1,1,1,0.68,0.6364,0.51,0.0,76,117,193
2011-05-16 15:00:00,3162,2,0,5,15,0,1,1,1,0.72,0.6667,0.51,0.0,55,110,165
2011-05-16 16:00:00,3163,2,0,5,16,0,1,1,3,0.6,0.5758,0.78,0.2537,45,181,226
2011-05-16 17:00:00,3164,2,0,5,17,0,1,1,1,0.58,0.5455,0.88,0.2239,47,227,274
2011-05-16 18:00:00,3165,2,0,5,18,0,1,1,3,0.58,0.5455,0.83,0.194,55,398,453
2011-05-16 19:00:00,3166,2,0,5,19,0,1,1,1,0.58,0.5455,0.83,0.2537,36,272,308
2011-05-16 20:00:00,3167,2,0,5,20,0,1,1,1,0.58,0.5455,0.83,0.0,31,167,198
2011-05-16 21:00:00,3168,2,0,5,21,0,1,1,1,0.58,0.5455,0.83,0.0,28,149,177
2011-05-16 22:00:00,3169,2,0,5,22,0,1,1,1,0.56,0.5303,0.88,0.0896,22,105,127
2011-05-16 23:00:00,3170,2,0,5,23,0,1,1,1,0.56,0.5303,0.88,0.0896,18,39,57
2011-05-17 00:00:00,3171,2,0,5,0,0,2,1,2,0.56,0.5303,0.88,0.0,13,18,31
2011-05-17 01:00:00,3172,2,0,5,1,0,2,1,3,0.56,0.5303,0.88,0.0,7,6,13
2011-05-17 02:00:00,3173,2,0,5,2,0,2,1,3,0.56,0.5303,0.88,0.0,4,4,8
2011-05-17 03:00:00,3174,2,0,5,3,0,2,1,3,0.54,0.5152,0.94,0.2537,1,3,4
2011-05-17 04:00:00,3175,2,0,5,4,0,2,1,3,0.54,0.5152,0.94,0.2537,2,2,4
2011-05-17 05:00:00,3176,2,0,5,5,0,2,1,3,0.52,0.5,0.94,0.2537,0,22,22
2011-05-17 06:00:00,3177,2,0,5,6,0,2,1,3,0.52,0.5,0.94,0.2537,0,49,49
2011-05-17 07:00:00,3178,2,0,5,7,0,2,1,2,0.52,0.5,0.94,0.2537,13,138,151
2011-05-17 08:00:00,3179,2,0,5,8,0,2,1,2,0.52,0.5,0.94,0.2985,22,325,347
2011-05-17 09:00:00,3180,2,0,5,9,0,2,1,2,0.54,0.5152,0.88,0.2537,17,190,207
2011-05-17 10:00:00,3181,2,0,5,10,0,2,1,3,0.54,0.5152,0.88,0.2537,31,73,104
2011-05-17 11:00:00,3182,2,0,5,11,0,2,1,2,0.56,0.5303,0.83,0.4179,26,104,130
2011-05-17 12:00:00,3183,2,0,5,12,0,2,1,3,0.56,0.5303,0.83,0.4179,38,115,153
2011-05-17 13:00:00,3184,2,0,5,13,0,2,1,2,0.56,0.5303,0.88,0.3284,31,141,172
2011-05-17 14:00:00,3185,2,0,5,14,0,2,1,1,0.62,0.5909,0.73,0.4627,61,123,184
2011-05-17 15:00:00,3186,2,0,5,15,0,2,1,1,0.62,0.6061,0.69,0.4478,79,131,210
2011-05-17 16:00:00,3187,2,0,5,16,0,2,1,1,0.62,0.6061,0.61,0.3284,73,217,290
2011-05-17 17:00:00,3188,2,0,5,17,0,2,1,1,0.62,0.6061,0.65,0.4179,83,521,604
2011-05-17 18:00:00,3189,2,0,5,18,0,2,1,1,0.6,0.5909,0.69,0.2985,54,426,480
2011-05-17 19:00:00,3190,2,0,5,19,0,2,1,1,0.6,0.5909,0.69,0.2537,51,298,349
2011-05-17 20:00:00,3191,2,0,5,20,0,2,1,1,0.58,0.5455,0.83,0.4179,30,253,283
2011-05-17 21:00:00,3192,2,0,5,21,0,2,1,1,0.54,0.5152,0.88,0.2537,23,151,174
2011-05-17 22:00:00,3193,2,0,5,22,0,2,1,2,0.54,0.5152,0.88,0.2836,12,86,98
2011-05-17 23:00:00,3194,2,0,5,23,0,2,1,2,0.54,0.5152,0.88,0.2537,7,49,56
2011-05-18 00:00:00,3195,2,0,5,0,0,3,1,2,0.54,0.5152,0.88,0.2239,8,15,23
2011-05-18 01:00:00,3196,2,0,5,1,0,3,1,2,0.54,0.5152,0.88,0.2537,3,9,12
2011-05-18 02:00:00,3197,2,0,5,2,0,3,1,3,0.52,0.5,0.94,0.2239,1,5,6
2011-05-18 03:00:00,3198,2,0,5,3,0,3,1,3,0.52,0.5,0.94,0.2985,6,3,9
2011-05-18 04:00:00,3199,2,0,5,4,0,3,1,3,0.52,0.5,0.94,0.2985,1,2,3
2011-05-18 05:00:00,3200,2,0,5,5,0,3,1,1,0.52,0.5,1.0,0.2239,0,9,9
2011-05-18 06:00:00,3201,2,0,5,6,0,3,1,1,0.52,0.5,1.0,0.1343,2,99,101
2011-05-18 07:00:00,3202,2,0,5,7,0,3,1,1,0.54,0.5152,0.88,0.194,14,260,274
2011-05-18 08:00:00,3203,2,0,5,8,0,3,1,1,0.56,0.5303,0.88,0.2836,25,428,453
2011-05-18 09:00:00,3204,2,0,5,9,0,3,1,3,0.56,0.5303,0.83,0.2537,26,176,202
2011-05-18 10:00:00,3205,2,0,5,10,0,3,1,3,0.54,0.5152,0.88,0.2836,33,73,106
2011-05-18 11:00:00,3206,2,0,5,11,0,3,1,2,0.54,0.5152,0.94,0.0896,6,17,23
2011-05-18 12:00:00,3207,2,0,5,12,0,3,1,1,0.56,0.5303,0.94,0.2985,12,42,54
2011-05-18 13:00:00,3208,2,0,5,13,0,3,1,2,0.56,0.5303,0.83,0.3284,30,92,122
2011-05-18 14:00:00,3209,2,0,5,14,0,3,1,2,0.58,0.5455,0.78,0.2836,44,94,138
2011-05-18 15:00:00,3210,2,0,5,15,0,3,1,1,0.6,0.5758,0.78,0.2537,34,133,167
2011-05-18 16:00:00,3211,2,0,5,16,0,3,1,1,0.6,0.5909,0.73,0.194,53,241,294
2011-05-18 17:00:00,3212,2,0,5,17,0,3,1,1,0.6,0.5909,0.69,0.1343,78,487,565
2011-05-18 18:00:00,3213,2,0,5,18,0,3,1,1,0.6,0.5909,0.73,0.2239,58,431,489
2011-05-18 19:00:00,3214,2,0,5,19,0,3,1,3,0.56,0.5303,0.88,0.1343,43,288,331
2011-05-18 20:00:00,3215,2,0,5,20,0,3,1,3,0.56,0.5303,0.88,0.1343,24,189,213
2011-05-18 21:00:00,3216,2,0,5,21,0,3,1,1,0.52,0.5,0.88,0.0,11,74,85
2011-05-18 22:00:00,3217,2,0,5,22,0,3,1,1,0.52,0.5,0.83,0.0,14,103,117
2011-05-18 23:00:00,3218,2,0,5,23,0,3,1,1,0.52,0.5,0.94,0.0896,10,49,59
2011-05-19 00:00:00,3219,2,0,5,0,0,4,1,1,0.52,0.5,0.94,0.1045,6,23,29
2011-05-19 01:00:00,3220,2,0,5,1,0,4,1,1,0.5,0.4848,0.94,0.0,2,4,6
2011-05-19 02:00:00,3221,2,0,5,2,0,4,1,1,0.5,0.4848,0.94,0.0,3,12,15
2011-05-19 03:00:00,3222,2,0,5,3,0,4,1,1,0.48,0.4697,1.0,0.0,1,3,4
2011-05-19 04:00:00,3223,2,0,5,4,0,4,1,1,0.48,0.4697,0.94,0.0,2,3,5
2011-05-19 05:00:00,3224,2,0,5,5,0,4,1,1,0.48,0.4697,0.94,0.0,2,24,26
2011-05-19 06:00:00,3225,2,0,5,6,0,4,1,2,0.5,0.4848,0.94,0.0,17,86,103
2011-05-19 07:00:00,3226,2,0,5,7,0,4,1,2,0.5,0.4848,1.0,0.0,18,239,257
2011-05-19 08:00:00,3227,2,0,5,8,0,4,1,2,0.52,0.5,0.88,0.0,34,453,487
2011-05-19 09:00:00,3228,2,0,5,9,0,4,1,2,0.54,0.5152,0.88,0.0896,40,176,216
2011-05-19 10:00:00,3229,2,0,5,10,0,4,1,2,0.54,0.5152,0.83,0.0,35,95,130
2011-05-19 11:00:00,3230,2,0,5,11,0,4,1,3,0.54,0.5152,0.88,0.1642,53,111,164
2011-05-19 12:00:00,3231,2,0,5,12,0,4,1,2,0.58,0.5455,0.78,0.1045,38,130,168
2011-05-19 13:00:00,3232,2,0,5,13,0,4,1,3,0.58,0.5455,0.64,0.2537,44,139,183
2011-05-19 14:00:00,3233,2,0,5,14,0,4,1,3,0.54,0.5152,0.73,0.194,43,137,180
2011-05-19 15:00:00,3234,2,0,5,15,0,4,1,1,0.56,0.5303,0.78,0.1642,63,125,188
2011-05-19 16:00:00,3235,2,0,5,16,0,4,1,1,0.58,0.5455,0.64,0.194,55,247,302
2011-05-19 17:00:00,3236,2,0,5,17,0,4,1,1,0.56,0.5303,0.78,0.1642,60,487,547
2011-05-19 18:00:00,3237,2,0,5,18,0,4,1,1,0.6,0.6212,0.55,0.1642,59,454,513
2011-05-19 19:00:00,3238,2,0,5,19,0,4,1,1,0.58,0.5455,0.6,0.1343,65,345,410
2011-05-19 20:00:00,3239,2,0,5,20,0,4,1,1,0.54,0.5152,0.77,0.2836,46,236,282
2011-05-19 21:00:00,3240,2,0,5,21,0,4,1,1,0.54,0.5152,0.77,0.2836,29,180,209
2011-05-19 22:00:00,3241,2,0,5,22,0,4,1,3,0.5,0.4848,0.82,0.2985,11,68,79
2011-05-19 23:00:00,3242,2,0,5,23,0,4,1,1,0.48,0.4697,0.94,0.0,9,63,72
2011-05-20 00:00:00,3243,2,0,5,0,0,5,1,1,0.46,0.4545,0.94,0.0896,15,33,48
2011-05-20 01:00:00,3244,2,0,5,1,0,5,1,1,0.46,0.4545,1.0,0.0,8,17,25
2011-05-20 02:00:00,3245,2,0,5,2,0,5,1,1,0.44,0.4394,1.0,0.0896,4,4,8
2011-05-20 03:00:00,3246,2,0,5,3,0,5,1,1,0.44,0.4394,1.0,0.0,1,4,5
2011-05-20 04:00:00,3247,2,0,5,4,0,5,1,1,0.44,0.4394,0.94,0.0896,1,4,5
2011-05-20 05:00:00,3248,2,0,5,5,0,5,1,1,0.44,0.4394,0.94,0.1045,0,28,28
2011-05-20 06:00:00,3249,2,0,5,6,0,5,1,1,0.46,0.4545,0.88,0.1045,15,102,117
2011-05-20 07:00:00,3250,2,0,5,7,0,5,1,1,0.5,0.4848,0.77,0.1642,30,289,319
2011-05-20 08:00:00,3251,2,0,5,8,0,5,1,1,0.54,0.5152,0.68,0.0,41,476,517
2011-05-20 09:00:00,3252,2,0,5,9,0,5,1,1,0.54,0.5152,0.68,0.2239,35,199,234
2011-05-20 10:00:00,3253,2,0,5,10,0,5,1,1,0.56,0.5303,0.64,0.194,44,104,148
2011-05-20 11:00:00,3254,2,0,5,11,0,5,1,2,0.58,0.5455,0.6,0.194,63,133,196
2011-05-20 12:00:00,3255,2,0,5,12,0,5,1,2,0.6,0.6212,0.56,0.2537,69,186,255
2011-05-20 13:00:00,3256,2,0,5,13,0,5,1,3,0.6,0.6212,0.56,0.2836,60,172,232
2011-05-20 14:00:00,3257,2,0,5,14,0,5,1,1,0.62,0.6212,0.53,0.2239,66,131,197
2011-05-20 15:00:00,3258,2,0,5,15,0,5,1,2,0.6,0.6212,0.56,0.194,74,168,242
2011-05-20 16:00:00,3259,2,0,5,16,0,5,1,2,0.6,0.6212,0.53,0.1642,61,269,330
2011-05-20 17:00:00,3260,2,0,5,17,0,5,1,1,0.62,0.6212,0.53,0.0,71,483,554
2011-05-20 18:00:00,3261,2,0,5,18,0,5,1,1,0.6,0.6212,0.56,0.1642,79,394,473
2011-05-20 19:00:00,3262,2,0,5,19,0,5,1,1,0.58,0.5455,0.64,0.0896,49,253,302
2011-05-20 20:00:00,3263,2,0,5,20,0,5,1,1,0.58,0.5455,0.64,0.1045,40,180,220
2011-05-20 21:00:00,3264,2,0,5,21,0,5,1,1,0.56,0.5303,0.64,0.1045,40,155,195
2011-05-20 22:00:00,3265,2,0,5,22,0,5,1,1,0.54,0.5152,0.73,0.0,28,124,152
2011-05-20 23:00:00,3266,2,0,5,23,0,5,1,1,0.52,0.5,0.72,0.1642,15,100,115
2011-05-21 00:00:00,3267,2,0,5,0,0,6,0,1,0.52,0.5,0.77,0.1045,20,78,98
2011-05-21 01:00:00,3268,2,0,5,1,0,6,0,1,0.52,0.5,0.72,0.0,8,64,72
2011-05-21 02:00:00,3269,2,0,5,2,0,6,0,1,0.52,0.5,0.72,0.1045,5,35,40
2011-05-21 03:00:00,3270,2,0,5,3,0,6,0,1,0.48,0.4697,0.82,0.1045,7,12,19
2011-05-21 04:00:00,3271,2,0,5,4,0,6,0,1,0.46,0.4545,0.88,0.1343,1,6,7
2011-05-21 05:00:00,3272,2,0,5,5,0,6,0,1,0.46,0.4545,0.88,0.1045,1,4,5
2011-05-21 06:00:00,3273,2,0,5,6,0,6,0,1,0.5,0.4848,0.82,0.1343,6,22,28
2011-05-21 07:00:00,3274,2,0,5,7,0,6,0,1,0.54,0.5152,0.73,0.1343,10,33,43
2011-05-21 08:00:00,3275,2,0,5,8,0,6,0,1,0.56,0.5303,0.68,0.2836,29,97,126
2011-05-21 09:00:00,3276,2,0,5,9,0,6,0,1,0.6,0.6061,0.64,0.2239,60,165,225
2011-05-21 10:00:00,3277,2,0,5,10,0,6,0,1,0.62,0.6061,0.61,0.1045,122,201,323
2011-05-21 11:00:00,3278,2,0,5,11,0,6,0,1,0.64,0.6212,0.53,0.1343,173,245,418
2011-05-21 12:00:00,3279,2,0,5,12,0,6,0,1,0.66,0.6212,0.5,0.0,222,271,493
2011-05-21 13:00:00,3280,2,0,5,13,0,6,0,1,0.7,0.6364,0.45,0.0,191,271,462
2011-05-21 14:00:00,3281,2,0,5,14,0,6,0,1,0.72,0.6515,0.42,0.0,187,269,456
2011-05-21 15:00:00,3282,2,0,5,15,0,6,0,1,0.72,0.6515,0.45,0.2537,232,274,506
2011-05-21 16:00:00,3283,2,0,5,16,0,6,0,2,0.72,0.6515,0.39,0.2537,204,267,471
2011-05-21 17:00:00,3284,2,0,5,17,0,6,0,2,0.72,0.6515,0.42,0.1642,191,253,444
2011-05-21 18:00:00,3285,2,0,5,18,0,6,0,2,0.7,0.6364,0.45,0.1642,191,253,444
2011-05-21 19:00:00,3286,2,0,5,19,0,6,0,1,0.68,0.6364,0.47,0.1642,117,184,301
2011-05-21 20:00:00,3287,2,0,5,20,0,6,0,1,0.62,0.6061,0.61,0.0,84,164,248
2011-05-21 21:00:00,3288,2,0,5,21,0,6,0,1,0.62,0.6061,0.61,0.1045,77,150,227
2011-05-21 22:00:00,3289,2,0,5,22,0,6,0,1,0.6,0.5909,0.69,0.1343,78,126,204
2011-05-21 23:00:00,3290,2,0,5,23,0,6,0,1,0.58,0.5455,0.78,0.0896,42,103,145
2011-05-22 00:00:00,3291,2,0,5,0,0,0,0,1,0.54,0.5152,0.88,0.1642,31,100,131
2011-05-22 01:00:00,3292,2,0,5,1,0,0,0,1,0.52,0.5,0.94,0.1343,17,81,98
2011-05-22 02:00:00,3293,2,0,5,2,0,0,0,1,0.52,0.5,0.94,0.1045,18,50,68
2011-05-22 03:00:00,3294,2,0,5,3,0,0,0,1,0.5,0.4848,1.0,0.1045,10,23,33
2011-05-22 04:00:00,3295,2,0,5,4,0,0,0,1,0.5,0.4848,1.0,0.0,3,9,12
2011-05-22 05:00:00,3296,2,0,5,5,0,0,0,1,0.5,0.4848,1.0,0.1045,1,5,6
2011-05-22 06:00:00,3297,2,0,5,6,0,0,0,1,0.52,0.5,0.94,0.1045,5,13,18
2011-05-22 07:00:00,3298,2,0,5,7,0,0,0,1,0.54,0.5152,0.88,0.1045,13,27,40
2011-05-22 08:00:00,3299,2,0,5,8,0,0,0,1,0.6,0.5909,0.73,0.0896,29,65,94
2011-05-22 09:00:00,3300,2,0,5,9,0,0,0,1,0.62,0.6061,0.69,0.1045,59,130,189
2011-05-22 10:00:00,3301,2,0,5,10,0,0,0,1,0.64,0.6061,0.65,0.1343,135,170,305
2011-05-22 11:00:00,3302,2,0,5,11,0,0,0,1,0.7,0.6515,0.54,0.194,164,209,373
2011-05-22 12:00:00,3303,2,0,5,12,0,0,0,2,0.72,0.6667,0.51,0.194,146,255,401
2011-05-22 13:00:00,3304,2,0,5,13,0,0,0,2,0.66,0.6212,0.54,0.2239,180,275,455
2011-05-22 14:00:00,3305,2,0,5,14,0,0,0,3,0.62,0.6061,0.69,0.194,125,191,316
2011-05-22 15:00:00,3306,2,0,5,15,0,0,0,2,0.66,0.6212,0.61,0.1642,110,221,331
2011-05-22 16:00:00,3307,2,0,5,16,0,0,0,1,0.68,0.6364,0.61,0.1343,72,201,273
2011-05-22 17:00:00,3308,2,0,5,17,0,0,0,1,0.7,0.6515,0.58,0.2537,93,213,306
2011-05-22 18:00:00,3309,2,0,5,18,0,0,0,1,0.66,0.6212,0.61,0.2239,120,238,358
2011-05-22 19:00:00,3310,2,0,5,19,0,0,0,1,0.66,0.6212,0.61,0.194,107,193,300
2011-05-22 20:00:00,3311,2,0,5,20,0,0,0,1,0.64,0.6061,0.65,0.1642,57,174,231
2011-05-22 21:00:00,3312,2,0,5,21,0,0,0,1,0.62,0.5909,0.73,0.194,27,109,136
2011-05-22 22:00:00,3313,2,0,5,22,0,0,0,1,0.6,0.5606,0.83,0.1343,35,86,121
2011-05-22 23:00:00,3314,2,0,5,23,0,0,0,2,0.58,0.5455,0.83,0.1343,19,46,65
2011-05-23 00:00:00,3315,2,0,5,0,0,1,1,2,0.56,0.5303,0.88,0.1343,23,18,41
2011-05-23 01:00:00,3316,2,0,5,1,0,1,1,1,0.56,0.5303,0.88,0.1045,4,5,9
2011-05-23 02:00:00,3317,2,0,5,2,0,1,1,3,0.56,0.5303,0.88,0.1642,2,3,5
2011-05-23 03:00:00,3318,2,0,5,3,0,1,1,3,0.54,0.5152,0.94,0.1642,0,4,4
2011-05-23 04:00:00,3319,2,0,5,4,0,1,1,2,0.54,0.5152,0.94,0.0,2,2,4
2011-05-23 05:00:00,3320,2,0,5,5,0,1,1,2,0.54,0.5152,0.94,0.0,0,11,11
2011-05-23 06:00:00,3321,2,0,5,6,0,1,1,2,0.54,0.5152,1.0,0.0,4,92,96
2011-05-23 07:00:00,3322,2,0,5,7,0,1,1,2,0.56,0.5303,0.94,0.1045,13,223,236
2011-05-23 08:00:00,3323,2,0,5,8,0,1,1,1,0.6,0.5455,0.88,0.194,50,359,409
2011-05-23 09:00:00,3324,2,0,5,9,0,1,1,1,0.6,0.5455,0.88,0.2239,36,131,167
2011-05-23 10:00:00,3325,2,0,5,10,0,1,1,1,0.66,0.6212,0.74,0.2985,49,72,121
2011-05-23 11:00:00,3326,2,0,5,11,0,1,1,1,0.68,0.6364,0.69,0.3881,73,107,180
2011-05-23 12:00:00,3327,2,0,5,12,0,1,1,1,0.68,0.6364,0.69,0.3881,65,139,204
2011-05-23 13:00:00,3328,2,0,5,13,0,1,1,2,0.74,0.6818,0.58,0.4179,49,155,204
2011-05-23 14:00:00,3329,2,0,5,14,0,1,1,2,0.72,0.6818,0.62,0.5224,57,130,187
2011-05-23 15:00:00,3330,2,0,5,15,0,1,1,2,0.72,0.6818,0.62,0.4478,57,119,176
2011-05-23 16:00:00,3331,2,0,5,16,0,1,1,2,0.72,0.6818,0.62,0.2985,56,223,279
2011-05-23 17:00:00,3332,2,0,5,17,0,1,1,3,0.72,0.6818,0.7,0.3881,56,373,429
2011-05-23 18:00:00,3333,2,0,5,18,0,1,1,1,0.7,0.6667,0.74,0.2836,68,385,453
2011-05-23 19:00:00,3334,2,0,5,19,0,1,1,1,0.7,0.6667,0.74,0.2239,56,302,358
2011-05-23 20:00:00,3335,2,0,5,20,0,1,1,1,0.64,0.5758,0.83,0.2239,39,271,310
2011-05-23 21:00:00,3336,2,0,5,21,0,1,1,1,0.64,0.5758,0.89,0.2239,33,155,188
2011-05-23 22:00:00,3337,2,0,5,22,0,1,1,1,0.62,0.5455,0.94,0.2239,25,106,131
2011-05-23 23:00:00,3338,2,0,5,23,0,1,1,2,0.62,0.5606,0.88,0.194,19,53,72
2011-05-24 00:00:00,3339,2,0,5,0,0,2,1,2,0.6,0.5152,0.94,0.194,12,23,35
2011-05-24 01:00:00,3340,2,0,5,1,0,2,1,2,0.6,0.5152,0.94,0.1642,6,9,15
2011-05-24 02:00:00,3341,2,0,5,2,0,2,1,2,0.6,0.5152,0.94,0.194,2,8,10
2011-05-24 03:00:00,3342,2,0,5,3,0,2,1,2,0.58,0.5455,0.94,0.1045,0,2,2
2011-05-24 04:00:00,3343,2,0,5,4,0,2,1,1,0.6,0.5455,0.88,0.1045,1,3,4
2011-05-24 05:00:00,3344,2,0,5,5,0,2,1,2,0.58,0.5455,0.94,0.2537,2,22,24
2011-05-24 06:00:00,3345,2,0,5,6,0,2,1,2,0.58,0.5455,0.94,0.194,10,102,112
2011-05-24 07:00:00,3346,2,0,5,7,0,2,1,3,0.64,0.5909,0.78,0.194,26,288,314
2011-05-24 08:00:00,3347,2,0,5,8,0,2,1,3,0.62,0.5758,0.83,0.2239,31,403,434
2011-05-24 09:00:00,3348,2,0,5,9,0,2,1,2,0.64,0.6061,0.73,0.194,27,111,138
2011-05-24 10:00:00,3349,2,0,5,10,0,2,1,1,0.7,0.6515,0.61,0.3284,18,90,108
2011-05-24 11:00:00,3350,2,0,5,11,0,2,1,1,0.74,0.6667,0.51,0.2239,33,142,175
2011-05-24 12:00:00,3351,2,0,5,12,0,2,1,1,0.76,0.6818,0.45,0.3881,41,129,170
2011-05-24 13:00:00,3352,2,0,5,13,0,2,1,1,0.78,0.697,0.46,0.2537,38,152,190
2011-05-24 14:00:00,3353,2,0,5,14,0,2,1,1,0.78,0.697,0.46,0.2836,27,126,153
2011-05-24 15:00:00,3354,2,0,5,15,0,2,1,3,0.74,0.6818,0.55,0.4179,59,129,188
2011-05-24 16:00:00,3355,2,0,5,16,0,2,1,1,0.66,0.6212,0.69,0.194,52,225,277
2011-05-24 17:00:00,3356,2,0,5,17,0,2,1,1,0.7,0.6515,0.61,0.1045,56,492,548
2011-05-24 18:00:00,3357,2,0,5,18,0,2,1,1,0.7,0.6515,0.7,0.194,74,490,564
2011-05-24 19:00:00,3358,2,0,5,19,0,2,1,1,0.66,0.6212,0.74,0.194,45,310,355
2011-05-24 20:00:00,3359,2,0,5,20,0,2,1,1,0.66,0.6212,0.74,0.0896,39,241,280
2011-05-24 21:00:00,3360,2,0,5,21,0,2,1,1,0.64,0.5909,0.78,0.0896,21,168,189
2011-05-24 22:00:00,3361,2,0,5,22,0,2,1,3,0.62,0.5606,0.88,0.2239,26,115,141
2011-05-24 23:00:00,3362,2,0,5,23,0,2,1,3,0.66,0.6212,0.74,0.1642,13,53,66
2011-05-25 00:00:00,3363,2,0,5,0,0,3,1,3,0.6,0.5606,0.83,0.2239,3,32,35
2011-05-25 01:00:00,3364,2,0,5,1,0,3,1,3,0.58,0.5455,0.83,0.194,6,2,8
2011-05-25 02:00:00,3365,2,0,5,2,0,3,1,2,0.56,0.5303,0.94,0.0,0,8,8
2011-05-25 03:00:00,3366,2,0,5,3,0,3,1,1,0.54,0.5152,1.0,0.1343,0,9,9
2011-05-25 04:00:00,3367,2,0,5,4,0,3,1,1,0.54,0.5152,1.0,0.1045,0,3,3
2011-05-25 05:00:00,3368,2,0,5,5,0,3,1,1,0.56,0.5303,0.88,0.0896,2,23,25
2011-05-25 06:00:00,3369,2,0,5,6,0,3,1,1,0.56,0.5303,0.94,0.0896,4,113,117
2011-05-25 07:00:00,3370,2,0,5,7,0,3,1,1,0.62,0.5909,0.73,0.1343,29,284,313
2011-05-25 08:00:00,3371,2,0,5,8,0,3,1,1,0.64,0.6061,0.69,0.2239,36,495,531
2011-05-25 09:00:00,3372,2,0,5,9,0,3,1,1,0.68,0.6364,0.65,0.0896,27,207,234
2011-05-25 10:00:00,3373,2,0,5,10,0,3,1,1,0.7,0.6515,0.61,0.0896,30,105,135
2011-05-25 11:00:00,3374,2,0,5,11,0,3,1,1,0.74,0.6667,0.51,0.0896,36,104,140
2011-05-25 12:00:00,3375,2,0,5,12,0,3,1,1,0.74,0.6818,0.55,0.1343,32,178,210
2011-05-25 13:00:00,3376,2,0,5,13,0,3,1,1,0.74,0.6818,0.55,0.1343,39,163,202
2011-05-25 14:00:00,3377,2,0,5,14,0,3,1,1,0.74,0.6818,0.55,0.1642,47,121,168
2011-05-25 15:00:00,3378,2,0,5,15,0,3,1,1,0.76,0.697,0.52,0.2537,37,145,182
2011-05-25 16:00:00,3379,2,0,5,16,0,3,1,1,0.74,0.6667,0.51,0.2836,61,238,299
2011-05-25 17:00:00,3380,2,0,5,17,0,3,1,1,0.74,0.6667,0.51,0.2239,77,524,601
2011-05-25 18:00:00,3381,2,0,5,18,0,3,1,1,0.72,0.6667,0.58,0.2239,66,451,517
2011-05-25 19:00:00,3382,2,0,5,19,0,3,1,1,0.7,0.6515,0.61,0.1343,73,332,405
2011-05-25 20:00:00,3383,2,0,5,20,0,3,1,1,0.7,0.6515,0.61,0.1642,56,284,340
2011-05-25 21:00:00,3384,2,0,5,21,0,3,1,1,0.66,0.6212,0.69,0.1343,33,203,236
2011-05-25 22:00:00,3385,2,0,5,22,0,3,1,1,0.66,0.6212,0.69,0.2537,34,140,174
2011-05-25 23:00:00,3386,2,0,5,23,0,3,1,1,0.64,0.6061,0.73,0.1343,12,74,86
2011-05-26 00:00:00,3387,2,0,5,0,0,4,1,1,0.64,0.6061,0.73,0.1343,11,34,45
2011-05-26 01:00:00,3388,2,0,5,1,0,4,1,1,0.64,0.6061,0.73,0.1343,3,13,16
2011-05-26 02:00:00,3389,2,0,5,2,0,4,1,1,0.62,0.5758,0.83,0.1045,7,7,14
2011-05-26 03:00:00,3390,2,0,5,3,0,4,1,1,0.6,0.5455,0.88,0.0896,0,4,4
2011-05-26 04:00:00,3391,2,0,5,4,0,4,1,1,0.6,0.5455,0.88,0.0,0,2,2
2011-05-26 05:00:00,3392,2,0,5,5,0,4,1,2,0.6,0.5455,0.88,0.0896,2,25,27
2011-05-26 06:00:00,3393,2,0,5,6,0,4,1,2,0.6,0.5,1.0,0.0896,4,94,98
